chrom,start,end,strand,phyloP,phastCons,lowercase
14,64196929,64197057,+,"[-1.5   -0.375 -1.013 -0.762  0.406 -0.076 -0.073  1.058 -1.231 -0.835
 -0.929 -0.279  2.631  3.649  1.915  1.597  0.035 -0.281  0.563  0.358
 -0.159 -2.199  0.815  1.646  1.376  2.32   0.828  0.849 -0.021 -0.763
  0.417 -0.229 -0.069  0.095  0.215 -0.746  1.491  1.555 -0.144  0.013
  0.583 -2.244 -0.158 -0.155  1.016  0.799  0.499  0.551  5.954  1.382
  2.32   4.341  0.721  0.8    3.181  1.123  0.544  0.545  0.46   0.696
  1.947  0.51   4.319  1.426  2.049  1.447  0.443  4.074  4.032  2.044
  2.973  1.012 -1.134  0.765  0.185 -0.62  -0.416  2.529  1.495  0.29
  1.931  2.504  4.335  3.23   4.301  5.954  5.549  5.893  5.954  4.354
  3.161  1.624 -0.109  1.598  2.92   2.901  0.33   0.348  0.475  0.36
  0.91   1.467  0.303 -1.351  1.195  1.572  1.631  0.95   4.313  2.08
  2.19   3.115  1.632  2.144  2.072  0.238  1.609  1.344  3.083 -0.277
  2.209  1.097 -0.014 -0.871  1.86   0.465  2.033  0.516]","[0.    0.    0.    0.    0.    0.    0.    0.001 0.    0.    0.    0.006
 0.995 1.    0.998 0.967 0.118 0.    0.001 0.001 0.    0.    0.364 0.992
 0.998 0.999 0.976 0.395 0.046 0.    0.    0.    0.001 0.01  0.    0.
 0.045 0.045 0.    0.    0.    0.    0.    0.001 0.093 0.113 0.131 0.78
 1.    1.    1.    1.    1.    1.    1.    0.991 0.954 0.951 0.952 0.968
 0.999 0.999 1.    1.    1.    1.    0.998 1.    1.    1.    0.959 0.744
 0.01  0.011 0.    0.    0.01  0.981 0.999 0.999 1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    0.999 0.976 0.999 1.    0.994
 0.555 0.381 0.289 0.264 0.256 0.235 0.075 0.003 0.99  1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    0.999 1.    1.    0.992 0.298
 0.378 0.049 0.001 0.    0.712 0.722 0.753 0.733]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
3,49129635,49129763,+,"[ 4.029 -1.477  5.831  7.728  0.37   7.646  7.646  1.805  7.558  8.935
  1.915  1.726  4.906  4.265  7.558  7.131  1.705  0.998 -0.017 -0.17
  7.558  7.558 -0.073  1.199  4.848  0.423 -0.233  1.1   -0.372  7.692
  1.324  2.294  5.945  2.581  0.359  7.558  7.132 -0.801  0.952  3.278
  0.113  1.674  0.83  -0.369  0.389 -0.186 -1.531  1.859  7.442 -1.397
  3.922  0.969  0.522  4.943  1.192 -3.177  9.589  4.832 -1.625  7.558
  7.558 -0.579  1.937  1.762 -0.711  3.072  0.624  1.092  7.664  2.04
  4.205  5.846  5.917 -0.67   0.205  2.993  0.199  5.846  8.935 -2.608
  0.837  7.558  4.845  1.447 -1.321  0.362  0.582  0.588 -0.046  1.557
  2.134  0.039  1.372  0.828  1.355 -0.357 -1.152 -1.064 -0.459  0.423
  0.214 -0.046  1.387  1.485  0.184  0.025  0.549  0.093 -1.296 -0.14
  0.709  1.377 -0.036 -0.057 -0.251  0.553 -0.19  -0.709 -0.656 -0.164
 -0.307  0.02  -0.411 -0.225 -0.445 -0.13   0.1    0.   ]","[1.    0.001 1.    1.    0.992 1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    0.99  0.673 0.003 0.003 1.    1.    0.079 0.504
 0.886 0.102 0.    0.001 0.    1.    1.    1.    1.    1.    0.977 1.
 1.    0.004 0.506 0.714 0.174 0.183 0.091 0.    0.    0.    0.    0.895
 0.979 0.    0.999 0.988 0.901 0.957 0.517 0.    1.    1.    0.    1.
 1.    0.024 0.484 0.525 0.006 0.996 0.996 0.998 1.    1.    1.    1.
 1.    0.001 0.024 0.831 0.784 1.    1.    0.    0.436 1.    1.    0.812
 0.    0.001 0.004 0.008 0.009 0.086 0.094 0.043 0.059 0.052 0.061 0.
 0.    0.    0.    0.    0.    0.    0.01  0.019 0.001 0.    0.    0.
 0.    0.    0.007 0.012 0.001 0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
10,98299821,98299949,+,"[ 1.095  0.387  0.909  1.598  0.742 -0.233 -0.014 -0.096  2.366 -0.094
 -0.256  1.339  0.849  0.393  0.43   0.742 -0.136  0.655  0.079  0.77
  1.909  1.716 -0.07   0.35   1.314  1.932  1.315  0.727  0.616  1.708
  3.425  1.287  1.713 -0.693  1.395  1.984 -0.507  1.094 -0.005 -0.119
  0.766 -0.453  2.03   0.768  0.758  0.749  0.793 -0.774  1.21   1.757
  0.411  0.145  0.617  0.804  0.908  0.806  0.597  1.744  2.564  1.73
  0.752  1.262  0.374  0.148  1.19  -0.069  0.278 -0.426  0.906  0.48
  0.786  0.77   2.814  1.289  3.425  3.425  2.054  2.814  0.782  1.065
  1.331  1.101  1.149  2.015  2.522  2.548  3.971  3.971  4.255  1.92
  0.952  2.057  0.127  1.177  4.006  2.534  2.057  1.915  2.421  0.323
  1.849  2.415  0.812  1.175 -0.101 -1.152  0.779  0.33  -0.182  0.442
  1.98   1.97   1.302  0.99   1.632  0.101  2.513  1.024  1.592  2.001
  0.645  0.697  1.146  1.328  1.995  1.722  0.153  1.251]","[0.986 0.97  0.956 0.9   0.442 0.004 0.    0.    0.006 0.    0.001 0.02
 0.018 0.008 0.003 0.002 0.001 0.005 0.006 0.986 0.998 0.997 0.983 0.987
 0.999 1.    1.    1.    1.    1.    1.    0.99  0.936 0.385 0.435 0.222
 0.002 0.002 0.    0.    0.003 0.004 0.365 0.37  0.367 0.356 0.317 0.185
 0.356 0.908 0.888 0.88  0.942 0.983 0.995 0.998 0.999 1.    1.    0.99
 0.891 0.793 0.286 0.075 0.06  0.006 0.006 0.009 0.555 0.693 0.862 0.963
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    0.996 0.999 1.    1.
 1.    1.    1.    0.998 1.    0.998 0.943 0.777 0.024 0.    0.003 0.003
 0.006 0.387 0.987 1.    1.    0.998 0.999 0.997 1.    1.    1.    1.
 0.992 0.995 0.999 1.    1.    1.    0.998 1.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
19,4362592,4362720,+,"[-4.505e+00 -5.420e-01 -9.060e-01 -1.430e-01 -3.200e-02  1.337e+00
  3.430e-01 -3.470e-01 -2.391e+00 -7.410e-01 -1.988e+00  7.120e-01
 -1.020e-01  4.680e-01 -6.220e-01  1.830e-01  2.821e+00  5.123e+00
  4.570e+00  2.787e+00  3.337e+00  8.360e+00  1.100e-02  1.180e+00
  1.277e+00  3.780e-01  2.850e-01  3.446e+00  3.779e+00  4.030e+00
  3.485e+00  6.183e+00  1.765e+00  8.379e+00  1.890e-01 -2.609e+00
  2.394e+00 -4.190e-01  5.270e-01  7.630e-01 -7.400e-01  1.290e-01
  5.980e-01  2.279e+00  4.140e-01  5.857e+00  5.620e-01  2.853e+00
  4.083e+00  3.771e+00  9.510e-01  5.406e+00  7.111e+00 -1.910e-01
  4.332e+00  3.434e+00 -3.380e-01  5.490e+00  5.509e+00  3.920e-01
  5.857e+00  1.151e+00  4.030e-01  5.518e+00  3.276e+00  6.090e-01
  2.300e+00  3.372e+00 -2.879e+00 -1.260e-01 -2.000e-03 -9.500e-02
  4.348e+00  3.374e+00 -2.520e-01  3.390e+00  2.692e+00 -5.021e+00
  2.442e+00  5.643e+00  4.300e-01  5.498e+00  5.396e+00 -1.059e+00
  1.536e+00  2.140e+00  1.290e-01  1.139e+00 -4.490e-01 -5.730e-01
  1.457e+00  2.481e+00 -3.330e-01  1.302e+00  2.103e+00 -1.990e-01
  8.999e+00  5.963e+00  6.710e-01  2.307e+00  2.328e+00  2.850e-01
  8.999e+00  7.179e+00 -2.940e-01  3.293e+00  5.513e+00  1.506e+00
  1.207e+00  6.589e+00 -1.269e+00  5.513e+00  7.106e+00 -3.900e-01
  3.491e+00  2.125e+00  8.870e-01 -1.490e-01  3.438e+00  3.320e-01
  7.188e+00  7.034e+00 -5.170e-01  2.796e+00  4.764e+00 -7.365e+00
  5.737e+00  2.862e+00]","[0.    0.    0.    0.003 0.003 0.005 0.003 0.    0.    0.    0.    0.
 0.    0.001 0.001 0.088 0.997 1.    1.    1.    1.    1.    0.836 0.852
 0.845 0.828 0.834 1.    1.    1.    1.    1.    1.    1.    0.026 0.
 0.041 0.    0.001 0.002 0.    0.    0.006 0.052 0.049 1.    0.996 1.
 1.    1.    1.    1.    1.    0.901 0.999 0.997 0.456 1.    1.    0.998
 1.    0.995 0.992 1.    1.    1.    1.    0.999 0.    0.    0.    0.002
 0.998 0.997 0.655 0.986 0.985 0.    0.651 1.    0.999 1.    1.    0.
 0.027 0.03  0.004 0.004 0.    0.    0.258 0.27  0.028 0.167 0.233 0.177
 1.    1.    0.999 1.    1.    0.996 1.    1.    0.528 1.    1.    1.
 1.    1.    0.007 1.    1.    0.398 0.981 0.981 0.71  0.574 0.995 0.993
 1.    1.    0.152 0.988 0.998 0.    1.    0.987]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
12,98172512,98172640,+,"[ 0.557  0.307 -0.034  0.679  0.467 -0.21   1.632  0.84   1.244  1.611
  0.959  0.776  0.436  0.722 -0.032 -0.251  0.236  0.517  0.068  0.936
  0.793 -0.135 -0.061 -0.259 -0.046  0.273  0.52  -0.299  0.78   0.474
  0.501  2.075  0.465  0.341  0.823  1.707  4.835  0.536  1.874  0.079
  1.202  0.807  1.674  0.749  0.119 -0.119  0.099  0.543  1.629  0.463
  1.275 -0.261  0.034  0.474  0.497  0.387 -0.028 -0.502  0.49  -0.012
  0.836  1.063  0.069 -1.477 -0.082  0.739  1.695  1.125  2.016  2.111
  0.415  0.075 -0.109  0.415  0.199  0.198  1.196  2.019  2.415  1.744
  4.041  2.439  3.077  3.79   1.062  4.835  0.73   1.221  1.132 -0.51
 -0.394  1.109  1.154  0.829  2.425  3.128  3.323 -0.057  6.086  5.671
  3.318  2.44   0.081  1.256  3.479  2.216  4.086  2.372  1.751  4.059
  0.817  4.835  3.271  3.069  2.382  2.343  0.791  1.731  3.247  1.235
  1.229 -0.031  0.996  0.821  0.347  2.098  0.487  0.534]","[0.038 0.004 0.001 0.004 0.005 0.008 0.383 0.43  0.46  0.466 0.436 0.299
 0.188 0.126 0.004 0.    0.    0.    0.    0.001 0.001 0.    0.    0.
 0.    0.    0.    0.001 0.13  0.231 0.51  0.891 0.89  0.898 0.937 0.998
 1.    0.999 0.998 0.958 0.966 0.961 0.946 0.492 0.014 0.    0.    0.018
 0.036 0.027 0.022 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.004 0.005 0.    0.    0.002 0.366 0.945 0.969 0.978 0.962 0.003 0.
 0.    0.006 0.018 0.096 0.906 0.999 1.    1.    1.    1.    1.    1.
 1.    1.    0.969 0.937 0.634 0.001 0.001 0.498 0.722 0.842 0.998 1.
 1.    0.988 1.    1.    1.    1.    0.995 1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 0.986 0.962 0.989 0.991 0.991 0.999 0.998 0.999]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
2,46378617,46378745,+,"[ 7.470e-01 -1.700e-02 -2.340e-01  7.860e-01  7.000e-02  5.400e-02
  4.300e-01  1.680e-01  2.651e+00  3.770e-01  1.639e+00  8.890e-01
  2.190e-01 -2.600e-02 -1.048e+00  8.950e-01  1.586e+00  3.350e-01
 -2.020e-01 -4.920e-01  9.310e-01 -8.150e-01  8.850e-01 -1.480e-01
 -1.700e-01 -2.300e-02 -3.000e-02  1.860e-01  1.241e+00  9.480e-01
  2.100e+00 -1.400e-01  5.500e-02  4.260e-01 -6.200e-02 -5.110e-01
  6.500e-02  9.321e+00  9.998e+00  7.902e+00  7.902e+00  7.540e-01
  6.301e+00  3.623e+00  2.257e+00  9.321e+00  9.998e+00  2.233e+00
  7.902e+00  7.902e+00 -4.500e-02  6.844e+00  2.340e-01  1.880e+00
  8.125e+00  7.303e+00  7.110e-01  5.133e+00  4.379e+00  1.350e-01
  6.200e+00  5.246e+00  2.611e+00  1.695e+00  7.570e-01 -6.410e-01
  3.070e-01  7.902e+00 -7.230e-01  1.527e+00  5.007e+00  2.313e+00
  4.981e+00  2.230e+00  2.610e-01  3.250e+00  3.850e+00  1.540e-01
  4.849e+00  7.478e+00 -3.100e-02  3.430e+00  8.014e+00  7.860e-01
  9.321e+00  4.485e+00  2.491e+00  3.411e+00  6.252e+00  9.470e-01
  9.998e+00  7.535e+00 -6.000e-03  1.965e+00  5.131e+00  1.522e+00
  7.501e+00  3.749e+00 -1.791e+00  9.998e+00  9.321e+00  4.225e+00
  9.321e+00  7.495e+00  4.992e+00  7.902e+00  8.014e+00 -9.700e-02
  8.014e+00  8.014e+00  1.115e+00  5.768e+00  6.105e+00  3.920e-01
  3.371e+00  6.234e+00  4.695e+00  9.998e+00  9.321e+00 -1.000e-02
  5.961e+00  7.902e+00 -2.764e+00  4.094e+00  7.485e+00  1.462e+00
  6.160e-01  2.727e+00]","[0.    0.    0.    0.    0.    0.001 0.02  0.051 0.245 0.212 0.204 0.118
 0.018 0.    0.    0.037 0.045 0.01  0.    0.    0.003 0.    0.    0.
 0.    0.    0.    0.007 0.378 0.544 0.601 0.003 0.    0.    0.    0.
 0.01  1.    1.    1.    1.    0.999 1.    1.    1.    1.    1.    1.
 1.    1.    0.773 1.    0.99  0.999 1.    1.    1.    1.    1.    0.974
 1.    1.    0.997 0.851 0.287 0.    0.071 0.896 0.046 0.914 1.    1.
 1.    1.    0.995 1.    1.    0.941 1.    1.    0.862 1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    0.751 0.991 1.    1.
 1.    1.    0.001 1.    1.    1.    1.    1.    1.    1.    1.    0.876
 1.    1.    1.    1.    1.    0.995 1.    1.    1.    1.    1.    0.857
 1.    1.    0.    1.    1.    1.    0.991 0.988]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
X,129361637,129361765,+,"[ 1.138  1.584  2.833  0.392  0.409  2.282 -0.289  0.635  0.689  1.152
 -0.664  0.988  0.834  0.441  1.     0.033 -0.082  1.019  1.564 -0.281
  1.005  1.615  0.308  2.982  2.101  1.35   1.67   2.59   2.393  0.356
  0.626  1.32   0.707  0.779  0.344  0.153  1.283  0.773  0.406  1.772
  0.31  -0.629  1.045 -0.07   2.175  2.197  0.013  2.88   0.694  0.335
  3.082  0.904  2.748  0.965  1.127  0.371  0.623 -0.315 -0.226  2.825
 -0.127  1.355  0.123  1.065  0.119 -0.162  1.06   0.168  1.14   0.34
  0.421  1.022  1.401 -0.439  0.353  0.411  0.347  1.447  0.68   0.128
  1.839  0.447  0.762  0.436  1.115  0.073 -0.377 -0.444  0.408  0.828
  2.623  0.992  1.666  0.55  -1.072  1.041  0.185  3.019 -0.415 -0.86
  0.418 -0.141 -0.093 -0.192  1.286  0.383  1.347  0.929  0.994  2.425
  1.035  0.248  0.607  0.991  1.116  1.296 -0.556  0.047  0.849  2.118
  0.24  -0.281  1.612  1.247  0.834 -0.937  0.877  1.745]","[1.    1.    1.    0.986 0.985 0.987 0.002 0.004 0.006 0.007 0.    0.004
 0.005 0.005 0.005 0.002 0.005 0.059 0.067 0.054 0.58  0.833 0.871 1.
 1.    1.    1.    1.    1.    0.996 0.996 0.996 0.994 0.991 0.976 0.975
 0.987 0.986 0.959 0.959 0.021 0.003 0.077 0.089 0.942 0.973 0.947 0.998
 0.998 0.998 1.    1.    0.999 0.943 0.851 0.189 0.056 0.    0.    0.017
 0.002 0.004 0.003 0.004 0.    0.    0.002 0.001 0.003 0.002 0.001 0.004
 0.004 0.    0.    0.001 0.004 0.018 0.019 0.018 0.045 0.035 0.032 0.026
 0.021 0.001 0.    0.    0.112 0.478 0.76  0.737 0.695 0.299 0.002 0.026
 0.026 0.042 0.    0.    0.    0.    0.    0.012 0.817 0.893 0.987 0.993
 0.998 0.999 0.981 0.876 0.867 0.861 0.817 0.664 0.036 0.042 0.089 0.122
 0.074 0.059 0.135 0.14  0.11  0.009 0.14  0.14 ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
2,42432633,42432761,+,"[ 1.083  1.385  0.344  0.21   1.802 -1.667 -1.445 -0.962  0.397  0.744
  1.383  0.3    0.278 -0.206 -0.63  -0.096 -0.532  0.393  0.77   1.439
 -0.86  -0.143  0.631 -0.829 -0.421  0.341  0.232  1.322  0.682  1.214
  0.006  0.098  0.196  0.364  0.824  0.4    1.499 -1.527  1.855  3.486
  0.424  0.115  1.835  3.257  0.188  0.132  1.277  3.257  1.917  0.413
  0.089  0.113  1.759  1.101  3.196  0.37   0.374 -0.387  1.086  1.87
  1.91   1.5    0.404  1.155  3.257  0.136  0.423  0.417  0.007 -0.192
  0.174  0.047  2.787  3.257  0.694  0.857  3.486  1.168  0.553  0.333
  0.123  0.433  0.268  1.909  0.134  2.754 -0.561  1.367  0.305  2.646
  0.083  3.154  1.164 -0.28   1.155  0.395 -0.373  0.793  2.738  0.421
  0.29   3.486  0.335  3.257  0.013 -0.067  0.127  1.207  0.802 -0.318
  1.017  1.128  0.31   0.857  0.192  1.469 -1.745  0.385  1.193  0.131
  0.802  1.849 -0.75  -0.09   0.121  0.739  0.263 -1.483]","[0.045 0.059 0.05  0.047 0.044 0.    0.    0.    0.018 0.034 0.041 0.03
 0.006 0.002 0.    0.    0.    0.006 0.011 0.013 0.    0.    0.    0.
 0.    0.097 0.116 0.16  0.159 0.151 0.066 0.057 0.057 0.072 0.087 0.092
 0.096 0.057 0.924 0.996 0.995 0.994 1.    1.    0.997 0.997 1.    1.
 0.998 0.972 0.955 0.959 0.992 0.995 0.996 0.965 0.947 0.929 0.982 0.998
 1.    1.    0.996 0.993 0.981 0.445 0.338 0.215 0.075 0.063 0.108 0.26
 0.984 1.    1.    1.    1.    0.983 0.92  0.867 0.832 0.836 0.84  0.869
 0.859 0.863 0.771 0.948 0.961 0.98  0.973 0.974 0.9   0.625 0.625 0.598
 0.576 0.843 0.971 0.972 0.973 0.983 0.926 0.908 0.094 0.036 0.035 0.045
 0.042 0.028 0.045 0.049 0.044 0.046 0.038 0.038 0.    0.008 0.017 0.017
 0.022 0.023 0.    0.    0.    0.001 0.001 0.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
8,94488750,94488878,+,"[ 2.42   6.232  3.595 -0.139  5.015  3.379  1.361  7.332  7.332  1.588
  6.318  6.318  0.546  6.232  6.232  1.393  4.185  1.122 -0.921  7.498
  6.999  0.999  6.018  3.32   1.322  3.515  4.599  1.755  4.517  3.536
  1.975  6.232  3.332 -0.977  6.232  3.497  0.863  2.257  3.329 -0.011
  2.786  4.449  1.264  3.458  6.168  0.1    5.511  1.732  6.297  6.297
  7.412  1.973  7.941  7.412  0.038  5.95   7.941 -0.045  6.297  6.297
 -1.072  5.552  3.931 -0.472  5.767  3.414  0.211  4.46   6.297 -0.473
  6.297  5.635 -0.033  6.297  6.297  0.831  6.297  2.14  -0.116  7.941
  3.251  1.206  6.224  2.773 -0.022  6.297  3.521  0.299  6.385  6.297
  0.271  6.297  7.941  0.405  7.941  7.941  1.807  3.585  4.586  0.472
  5.95   7.941 -0.112  6.297  5.999  0.593  6.385  7.412  0.036  4.626
  6.297  6.095 -0.179  0.17   4.035  3.898  1.617  2.36   0.636  2.842
  4.928  2.108 -0.354  3.032  1.424 -0.883  1.213 -1.246]","[1.    1.    1.    0.665 1.    1.    1.    1.    1.    1.    1.    1.
 0.999 1.    1.    1.    1.    0.903 0.145 1.    1.    0.998 1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    0.995 0.025 1.    1.
 1.    1.    1.    0.974 1.    1.    1.    1.    1.    0.99  1.    1.
 1.    1.    1.    1.    1.    1.    0.962 1.    1.    0.989 1.    1.
 0.03  1.    1.    0.652 1.    1.    0.994 1.    1.    0.363 1.    1.
 0.894 1.    1.    1.    1.    1.    0.944 1.    1.    1.    1.    0.999
 0.892 1.    1.    0.998 1.    1.    0.992 1.    1.    0.997 1.    1.
 1.    1.    1.    1.    1.    1.    0.916 1.    1.    1.    1.    1.
 0.976 1.    1.    1.    0.144 0.162 1.    1.    1.    1.    1.    1.
 1.    0.98  0.6   0.711 0.51  0.    0.001 0.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
12,15685354,15685482,+,"[ 0.108  1.279 -0.033  0.226 -0.038 -0.464 -0.778 -0.242  0.101  1.514
  0.082 -0.064  0.944  0.09   1.748  0.622 -0.563 -0.148 -0.155  0.1
 -0.203  0.011 -2.009  1.543  0.863  0.859  1.497  1.522  0.431  0.303
 -0.04   1.287  0.83   0.487  2.034  0.788  0.007 -0.451  0.902  0.958
  0.006  0.198  2.834 -0.064 -0.076  0.196  1.607 -0.194  3.426  0.906
 -0.05   0.581  0.842 -0.208  0.13   3.246  0.404  0.812  0.11  -0.011
  1.321  2.065  0.106  0.154  0.893 -0.088  0.495 -0.877 -0.241  0.264
  1.168  0.443  0.462  0.486  0.483  0.214 -0.541  1.371  0.433 -0.225
  0.472  1.275  2.883  2.793  0.837  0.852  0.181  1.923  0.857  0.868
  2.895  0.016  0.914  0.957  1.628  2.932  0.521  0.489  0.167  0.953
  0.961  0.914  0.083  0.789  3.347  3.347 -0.045 -0.062  0.412  1.219
 -0.027  1.23   0.502  0.183  0.747  0.899  0.969  0.911  1.401  2.22
  0.462  1.629  1.633  0.516  1.263  0.416  0.455  0.957]","[0.    0.001 0.    0.    0.    0.    0.    0.    0.001 0.022 0.014 0.002
 0.003 0.002 0.068 0.009 0.    0.    0.    0.    0.    0.    0.    0.874
 0.934 0.958 0.963 0.948 0.721 0.393 0.345 0.525 0.523 0.513 0.506 0.324
 0.041 0.014 0.031 0.033 0.023 0.028 0.04  0.006 0.005 0.021 0.059 0.056
 0.151 0.136 0.062 0.057 0.053 0.029 0.042 0.082 0.065 0.059 0.049 0.049
 0.093 0.093 0.015 0.007 0.006 0.001 0.    0.    0.    0.006 0.021 0.02
 0.019 0.016 0.011 0.004 0.001 0.013 0.012 0.011 0.869 0.976 1.    1.
 1.    1.    0.999 1.    1.    1.    1.    0.997 1.    1.    1.    1.
 0.996 0.99  0.986 0.997 0.999 0.999 0.996 0.998 0.998 0.985 0.332 0.313
 0.349 0.403 0.412 0.615 0.662 0.697 0.852 0.965 0.99  0.998 1.    1.
 1.    1.    1.    1.    1.    0.999 1.    1.   ]","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
12,28090154,28090282,+,"[ 3.506  1.9    3.276  0.617 -0.276  1.52   0.835  0.089  0.359 -0.311
  0.867  0.89   0.42   0.88   0.81   0.892  1.512  1.505  0.138  1.885
  0.815  0.409  3.261  0.709  0.405 -0.069 -1.789  0.345  0.447 -0.55
  0.422  0.869  0.866 -0.055  0.137  0.055  0.332  1.973  2.131  0.463
  0.447  1.16   2.168 -0.359  0.793  0.924  0.019  1.406  0.465 -0.041
  1.526  2.839  1.221  1.924  1.551  0.727  0.862  1.526  1.185  0.793
  0.411  0.408  1.869  0.5    1.843  3.209  1.278  0.093  0.827  1.133
  1.834  0.071  0.106  2.066  0.683  0.814  1.152  2.069  0.387  0.808
  1.471  0.813  0.115  0.42   1.465  0.422  0.368  1.875  0.689  1.469
  1.46   1.317  0.804  0.382  0.095  1.485  0.135  1.448  1.219  1.226
  2.473  0.494  2.374  1.431  1.494  0.554  1.156  0.559  1.454  0.432
  0.057  0.183  2.374  0.116  0.336  0.115  1.08   0.102 -0.285 -0.866
  0.645 -0.031  3.415  0.38   1.81   0.168 -0.228  0.618]","[1.    1.    0.996 0.814 0.637 0.651 0.612 0.459 0.435 0.423 0.842 0.948
 0.972 0.993 0.998 1.    1.    1.    0.998 0.999 0.996 0.984 0.977 0.652
 0.267 0.014 0.    0.    0.    0.    0.004 0.009 0.009 0.004 0.01  0.028
 0.242 0.909 0.954 0.946 0.935 0.99  0.992 0.958 0.972 0.975 0.971 0.984
 0.981 0.976 0.997 1.    1.    1.    1.    1.    1.    1.    1.    1.
 0.999 0.999 0.999 0.996 1.    1.    1.    0.999 1.    1.    0.999 0.988
 0.99  1.    1.    1.    1.    1.    1.    1.    0.998 0.927 0.934 0.962
 0.992 0.994 0.996 1.    1.    1.    1.    1.    1.    0.998 0.997 0.999
 0.998 1.    1.    1.    1.    1.    1.    1.    1.    0.998 0.995 0.971
 0.941 0.746 0.522 0.484 0.473 0.132 0.074 0.046 0.039 0.007 0.    0.
 0.026 0.051 0.417 0.4   0.382 0.136 0.084 0.088]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
